,train_id,name,railway_zone,Changes,start_date,SRC_station,start_time,DESC_station,end_time,duration,expected_duration,running_days,class_types,distance,average_speed,coach_order,train_route
1874,2613,Chennai Egmore - Madurai Tejas COVID-19 Special,SR,No TT Change,,MS,06:00,MDU,12:15,6h 15m,2,S M T W   F S,CC Ex,493 km,79 km/hr,"['  L', 'EOG', ' E1', 'C10', ' C9', ' C8', ' C7', ' C6', ' C5', ' C4', ' C3', ' C2', ' C1', 'EOG']","['Chennai Ph No: 044-28194579, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Dindigul ph.no.0451-2322045, Tamil Nadu', 'Madurai 625001, Tamil Nadu']"
1875,2614,Madurai - Chennai Egmore Tejas COVID-19 Special,SR,No TT Change,,MDU,15:00,MS,21:15,6h 15m,2,S M T W   F S,CC Ex,493 km,79 km/hr,"['  L', 'EOG', ' C1', ' C2', ' C3', ' C4', ' C5', ' C6', ' C7', ' C8', ' C9', 'C10', ' E1', 'EOG']","['Madurai 625001, Tamil Nadu', 'Dindigul ph.no.0451-2322045, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Chennai Ph No: 044-28194579, Tamil Nadu']"
1876,2661,Pothigai SF Special,SR,No TT Change,,MS,20:40,SCT,08:25,11h 45m,16,S M T W T F S,2S SL 3A 2A,667 km,57 km/hr,"['  L', 'EOG', ' D3', 'S11', 'S10', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' B5', ' B4', ' B3', ' B2', ' B1', ' A1', ' D2', ' D1', 'EOG']","['Chennai Ph No: 044-28194579, Tamil Nadu', 'Pin- 600045, Tamil Nadu', 'Pincode-603001, Tamil Nadu', 'Villupuram. Pin-605602. Phone:04146-226763, Tamil Nadu', 'Pincode-606001. Phone Number-04143 263767, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Dindigul ph.no.0451-2322045, Tamil Nadu', 'Madurai 625001, Tamil Nadu', 'Ph No: 04562-243747, Tamil Nadu', 'Virudunagar District, Tamil Nadu', 'Ph No: 04562 - 220001, Tamil Nadu', 'Virudhunagar Dist - 626125. Ph No: 04563 - 260280, Tamil Nadu', 'Rajapalaiyam. Ph No; 04563 - 222100, Tamil Nadu', 'Sankarankovil, Tamil Nadu', 'Virasigamani, Tamil Nadu', 'Tirunelveli, Tamil Nadu', 'Jn pt VPT/TEN, Tamil Nadu', 'Tenkasi District - 627810., Tamil Nadu']"
1877,2662,Pothigai SF Special,SR,No TT Change,,SCT,18:10,MS,06:00,11h 50m,16,S M T W T F S,2S SL 3A 2A,667 km,56 km/hr,"['  L', 'EOG', ' D1', ' D2', ' A1', ' B1', ' B2', ' B3', ' B4', ' B5', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', 'S10', 'S11', ' D3', 'EOG']","['Tenkasi District - 627810., Tamil Nadu', 'Jn pt VPT/TEN, Tamil Nadu', 'Tirunelveli, Tamil Nadu', 'Virasigamani, Tamil Nadu', 'Sankarankovil, Tamil Nadu', 'Rajapalaiyam. Ph No; 04563 - 222100, Tamil Nadu', 'Virudhunagar Dist - 626125. Ph No: 04563 - 260280, Tamil Nadu', 'Ph No: 04562 - 220001, Tamil Nadu', 'Virudunagar District, Tamil Nadu', 'Ph No: 04562-243747, Tamil Nadu', 'Madurai 625001, Tamil Nadu', 'Dindigul ph.no.0451-2322045, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Pincode-606001. Phone Number-04143 263767, Tamil Nadu', 'Villupuram. Pin-605602. Phone:04146-226763, Tamil Nadu', 'Pincode-603001, Tamil Nadu', 'Pin- 600045, Tamil Nadu', 'Chennai Ph No: 044-28194579, Tamil Nadu']"
1878,2631,Nellai SF Special,SR,No TT Change,,MS,19:50,TEN,06:45,10h 55m,12,S M T W T F S,2S SL 3A 2A,650 km,60 km/hr,"['  L', 'EOG', ' D3', 'S11', 'S10', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' B5', ' B4', ' B3', ' B2', ' B1', ' A1', ' D2', ' D1', 'EOG']","['Chennai Ph No: 044-28194579, Tamil Nadu', 'Pin- 600045, Tamil Nadu', 'Pincode-603001, Tamil Nadu', 'Pin- 603301, Tamil Nadu', 'PIN:604001, Tamil Nadu', 'Villupuram. Pin-605602. Phone:04146-226763, Tamil Nadu', 'Pincode-606001. Phone Number-04143 263767, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Dindigul ph.no.0451-2322045, Tamil Nadu', 'Madurai 625001, Tamil Nadu', 'Ph No: 04562-243747, Tamil Nadu', 'Ph No:04562 - 260243, Tamil Nadu', 'Pincode-628502, Tamil Nadu', 'Junction point MEJ/TCN/NCJ/TSI Ph, Tamil Nadu']"
1879,2632,Nellai SF Special,SR,No TT Change,,TEN,19:45,MS,06:35,10h 50m,14,S M T W T F S,2S SL 3A 2A,650 km,60 km/hr,"['  L', 'EOG', ' D1', ' D2', ' A1', ' B1', ' B2', ' B3', ' B4', ' B5', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', 'S10', 'S11', ' D3', 'EOG']","['Junction point MEJ/TCN/NCJ/TSI Ph, Tamil Nadu', 'Pincode-628502, Tamil Nadu', 'Ph No:04562 - 260243, Tamil Nadu', 'Ph No: 04562-243747, Tamil Nadu', 'Madurai 625001, Tamil Nadu', 'PIN 625214, Tamil Nadu', 'Dindigul ph.no.0451-2322045, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Pincode-606001. Phone Number-04143 263767, Tamil Nadu', 'Villupuram. Pin-605602. Phone:04146-226763, Tamil Nadu', 'PIN:604001, Tamil Nadu', 'Pin- 603301, Tamil Nadu', 'Pincode-603001, Tamil Nadu', 'Pin- 600045, Tamil Nadu', 'Pin- 600033, Tamil Nadu', 'Chennai Ph No: 044-28194579, Tamil Nadu']"
1880,2205,Sethu COVID-19 SF Express Special,SR,No TT Change,,MS,17:45,RMM,04:20,10h 35m,15,S M T W T F S,2S SL 3A 2A 1A,601 km,57 km/hr,"['  L', 'DL1', ' D1', ' D2', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', 'S10', 'S11', ' B3', ' B2', ' B1', ' A1', 'HA1', ' D3', ' D4', 'DL2']","['Chennai Ph No: 044-28194579, Tamil Nadu', 'Pin- 600045, Tamil Nadu', 'Pincode-603001, Tamil Nadu', 'Pin- 603301, Tamil Nadu', 'PIN:604001, Tamil Nadu', 'Villupuram. Pin-605602. Phone:04146-226763, Tamil Nadu', 'Pincode-606001. Phone Number-04143 263767, Tamil Nadu', 'Ariyalur, Tamil Nadu', '620005, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Pudukkottai, Tamil Nadu', 'Ariyakudi Road, Tamil Nadu', 'PIN: 630561, Tamil Nadu', 'Sivaganga Dt-632502, Tamil Nadu', 'Ramanathapuram Dt-623707, Tamil Nadu', 'Ramanathapuram, Tamil Nadu', 'Dist - Ramanathapuram - 623526, Tamil Nadu']"
1881,2206,Sethu COVID-19 SF Special,SR,No TT Change,,RMM,20:25,MS,07:15,10h 50m,16,S M T W T F S,2S SL 3A 2A 1A,601 km,55 km/hr,"['  L', 'SL2', ' D4', ' D3', 'HA1', ' A1', ' B1', ' B2', ' B3', 'S11', 'S10', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' D2', ' D1', 'SL1']","['Dist - Ramanathapuram - 623526, Tamil Nadu', 'PIN 623519, Tamil Nadu', 'Ramanathapuram, Tamil Nadu', 'Ramanathapuram Dt-623707, Tamil Nadu', 'Sivaganga Dt-632502, Tamil Nadu', 'PIN: 630561, Tamil Nadu', 'NH 210, Tamil Nadu', 'Ariyakudi Road, Tamil Nadu', 'Pudukkottai, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Pincode-606001. Phone Number-04143 263767, Tamil Nadu', 'Villupuram. Pin-605602. Phone:04146-226763, Tamil Nadu', 'PIN:604001, Tamil Nadu', 'Pin- 603301, Tamil Nadu', 'Pincode-603001, Tamil Nadu', 'Pin- 600045, Tamil Nadu', 'Pin- 600033, Tamil Nadu', 'Chennai Ph No: 044-28194579, Tamil Nadu']"
1882,6187,Karaikal - Ernakulam (Tea Garden) COVID - 19 Special,SR,No TT Change,,KIK,16:30,ERS,07:00,14h 30m,24,S M T W T F S,2S SL 3A 2A,592 km,41 km/hr,"['  L', 'SL2', ' D5', ' D4', 'S11', 'S10', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' B2', ' B1', ' A1', ' D3', ' D2', ' D1', 'SL1', ' TPJ']","['609602, Puducherry', 'PIN 611002, Tamil Nadu', 'Nagapattinam - 611003, Tamil Nadu', 'PIN-610001, Tamil Nadu', 'Nidamangalam PIN 614404, Tamil Nadu', 'Thanjavur-1, Tamil Nadu', 'Tamil Nadu 613602, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Tiruchchirapalli fort ph.no. 0431-2704175, Tamil Nadu', 'Kulithalai ph.no. 04323-222079, Tamil Nadu', 'Karur Junction ph.no . 04324-274106, Tamil Nadu', 'PIN code 639136, Tamil Nadu', 'Pincode-638002. Telephone Number- 0424 2256111., Tamil Nadu', 'Uthukuli ph.no. 04294-260213, Tamil Nadu', 'Tiruppur. Ph:0421-2200450, Tamil Nadu', 'Tele; 0422 - 2301301, Tamil Nadu', 'Palakkad Tel: 0491 2555231, Kerala', 'Wadackanchery, Kerala', 'Thrissur Tel: 0487 2423150, Kerala', 'Ph 0487-2881243, Kerala', 'Ph: 0480- 2701368, Kerala', 'Phone: 0484-2452340, Kerala', 'Ph: 0484-2624141, Kerala', '0484- 2344202, Kerala', 'Ernakulam Pin - 682018 Tel - 09747715397, Kerala', 'Tel: 0484- 2376131, Kerala']"
1883,6188,Ernakulam - Karaikal ( Tea Garden ) COVID-19 Special,SR,No TT Change,,ERS,22:30,KIK,12:10,13h 40m,22,S M T W T F S,2S SL 3A 2A 1A,592 km,43 km/hr,"['  L', 'SL2', ' D5', ' D4', 'S11', 'S10', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' B2', ' B1', ' A1', ' D3', ' D2', ' D1', 'SL1', ' TPJ']","['Tel: 0484- 2376131, Kerala', 'Ernakulam Pin - 682018 Tel - 09747715397, Kerala', '0484- 2344202, Kerala', 'Ph: 0484-2624141, Kerala', 'Phone: 0484-2452340, Kerala', 'Ph: 0480- 2701368, Kerala', 'Ph 0487-2881243, Kerala', 'Thrissur Tel: 0487 2423150, Kerala', 'Palakkad Tel: 0491 2555231, Kerala', 'Tele; 0422 - 2301301, Tamil Nadu', 'Tiruppur. Ph:0421-2200450, Tamil Nadu', 'Pincode-638002. Telephone Number- 0424 2256111., Tamil Nadu', 'PIN code 639136, Tamil Nadu', 'Karur Junction ph.no . 04324-274106, Tamil Nadu', 'Kulithalai ph.no. 04323-222079, Tamil Nadu', 'Tiruchchirapalli fort ph.no. 0431-2704175, Tamil Nadu', 'Tiruchirapalli. PIN-620001 Phone:0431-2413363, Tamil Nadu', 'Tamil Nadu 613602, Tamil Nadu', 'Thanjavur-1, Tamil Nadu', 'Nidamangalam PIN 614404, Tamil Nadu', 'PIN-610001, Tamil Nadu', 'Nagapattinam - 611003, Tamil Nadu', 'PIN 611002, Tamil Nadu', '609602, Puducherry']"
1884,2639,MGR Chennai Central - Alappuzha SF Special,SR,No TT Change,,MAS,20:55,ALLP,10:40,13h 45m,22,S M T W T F S,2S SL 3A 2A 1A,757 km,55 km/hr,[],"['Chennai Central 600003, Tamil Nadu', 'Pincode-631001, Tamil Nadu', 'Vellore 632007, Tamil Nadu', 'Pincode-635851. Telephone Number-04179 241221, Tamil Nadu', 'Pincode-636005, Tamil Nadu', 'Pincode-638002. Telephone Number- 0424 2256111., Tamil Nadu', 'Tiruppur. Ph:0421-2200450, Tamil Nadu', 'Tele; 0422 - 2301301, Tamil Nadu', 'Podanur jtn ph.no. 0422-2410784, Tamil Nadu', 'Palakkad Tel: 0491 2555231, Kerala', 'Palakkad, Kerala', 'Wadackanchery, Kerala', 'Thrissur Ph: 0487-2336478, Kerala', 'Thrissur Tel: 0487 2423150, Kerala', 'Ph 0487-2881243, Kerala', 'Ph: 0480- 2701368, Kerala', 'Phone: 0484-2452340, Kerala', 'Ph: 0484-2624141, Kerala', '0484- 2344202, Kerala', 'Ernakulam Pin - 682018 Tel - 09747715397, Kerala', 'Tel: 0484- 2376131, Kerala', 'Kerala 688532, Kerala', 'Ph: 0478- 2812500, Kerala', 'Ph:0477-2253965, Kerala']"
1885,2640,Alappuzha - MGR Chennai Central SF Special,SR,No TT Change,,ALLP,16:05,MAS,05:50,13h 45m,23,S M T W T F S,2S SL 3A 2A 1A,757 km,55 km/hr,[],"['Ph:0477-2253965, Kerala', 'Ph: 0478- 2812500, Kerala', 'Kerala 688532, Kerala', 'Tel: 0484- 2376131, Kerala', 'Ernakulam Pin - 682018 Tel - 09747715397, Kerala', 'Ph: 0484-2624141, Kerala', 'Phone: 0484-2452340, Kerala', 'Ph: 0480- 2701368, Kerala', 'Ph 0487-2881243, Kerala', 'Thrissur Tel: 0487 2423150, Kerala', 'Thrissur Ph: 0487-2336478, Kerala', 'Wadackanchery, Kerala', 'Palakkad, Kerala', 'Palakkad Tel: 0491 2555231, Kerala', 'Podanur jtn ph.no. 0422-2410784, Tamil Nadu', 'Tele; 0422 - 2301301, Tamil Nadu', 'Tiruppur. Ph:0421-2200450, Tamil Nadu', 'Pincode-638002. Telephone Number- 0424 2256111., Tamil Nadu', 'Pincode-636005, Tamil Nadu', 'Pincode-635851. Telephone Number-04179 241221, Tamil Nadu', 'Vellore 632007, Tamil Nadu', 'Pincode-631001, Tamil Nadu', 'Avadi - 600054, Tamil Nadu', 'Chennai-600011 Phone: 044-25510359, Tamil Nadu', 'Chennai Central 600003, Tamil Nadu']"
1886,2293,Mumbai LTT - Prayagraj AC Duronto Special,CR,No TT Change,,LTT,17:25,PRYJ,12:45,19h 20m,4,  M       F  ,3A 2A 1A,1342 km,69 km/hr,"['  L', 'EOG', 'B13', 'B12', 'B11', 'B10', ' B9', ' B8', ' B7', ' B6', ' B5', ' B4', ' B3', ' B2', ' B1', ' PC', ' H1', ' A3', ' A2', ' A1', 'EOG']","['Kurla (East) Mumbai 400089, Maharashtra', 'Bhusaval 425201, Maharashtra', 'District Hoshangabad, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'Satna, Madhya Pradesh', 'Prayagraj - 211003, Uttar Pradesh']"
1887,2294,Prayagraj - Mumbai LTT AC Duronto Special,CR,No TT Change,,PRYJ,18:10,LTT,14:40,20h 30m,4,    T       S,3A 2A 1A,1342 km,65 km/hr,"['  L', 'EOG', ' A1', ' A2', ' A3', ' H1', ' PC', ' B1', ' B2', ' B3', ' B4', ' B5', ' B6', ' B7', ' B8', ' B9', 'B10', 'B11', 'B12', 'B13', 'EOG']","['Prayagraj - 211003, Uttar Pradesh', 'Satna, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Bhusaval 425201, Maharashtra', 'Kurla (East) Mumbai 400089, Maharashtra']"
1888,2129,Tulsi Special (PT),CR,No TT Change,,LTT,06:00,PRYJ,08:45,26h 45m,22,S   T        ,2S SL 3A 2A,1505 km,56 km/hr,"['  L', 'EOG', ' D3', ' D2', ' A1', ' B4', ' B3', ' B2', ' B1', 'S12', 'S11', 'S10', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' D1', 'EOG', ' JHS']","['Kurla (East) Mumbai 400089, Maharashtra', 'Thane(East)-400603, Maharashtra', 'Kalyan-421301, Maharashtra', 'Pin- 422214, Maharashtra', 'Manmad 423104, Maharashtra', 'Bhusaval 425201, Maharashtra', 'Burhanpur, Madhya Pradesh', 'Khandwa PIN 450001, Madhya Pradesh', 'Harda, Madhya Pradesh', 'Harda district, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Bhopal, Madhya Pradesh', '462001, Madhya Pradesh', 'PIN - 470113, Madhya Pradesh', 'Lalitpur Junction, Uttar Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'NH 75, Uttar Pradesh', 'Dist - Chhatarpur, Madhya Pradesh', 'Junction Point - Khajuraho, Uttar Pradesh', 'Banda(05192-224813), Uttar Pradesh', 'Dist; Banda(05192-224813), Uttar Pradesh', 'Karwi District; Chitrakoot (210205), Uttar Pradesh', 'Pincode-210208., Uttar Pradesh', 'Prayagraj - 211003, Uttar Pradesh']"
1889,2130,Tulsi Special (PT),CR,No TT Change,,PRYJ,18:30,LTT,20:50,26h 20m,22,  M   W      ,2S SL 3A 2A,1505 km,57 km/hr,"['  L', 'EOG', ' D3', ' D2', ' A1', ' B4', ' B3', ' B2', ' B1', 'S12', 'S11', 'S10', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' D1', 'EOG', ' JHS']","['Prayagraj - 211003, Uttar Pradesh', 'Pincode-210208., Uttar Pradesh', 'Karwi District; Chitrakoot (210205), Uttar Pradesh', 'Dist; Banda(05192-224813), Uttar Pradesh', 'Banda(05192-224813), Uttar Pradesh', 'Junction Point - Khajuraho, Uttar Pradesh', 'Dist - Chhatarpur, Madhya Pradesh', 'NH 75, Uttar Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'Lalitpur Junction, Uttar Pradesh', 'PIN - 470113, Madhya Pradesh', '462001, Madhya Pradesh', 'Bhopal, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Harda district, Madhya Pradesh', 'Harda, Madhya Pradesh', 'Khandwa PIN 450001, Madhya Pradesh', 'Burhanpur, Madhya Pradesh', 'Bhusaval 425201, Maharashtra', 'Manmad 423104, Maharashtra', 'Pin- 422214, Maharashtra', 'Kalyan-421301, Maharashtra', 'Thane(East)-400603, Maharashtra', 'Kurla (East) Mumbai 400089, Maharashtra']"
1890,1464,Jabalpur - Somnath Special (Via Itarsi) (PT),WCR,No TT Change,,JBP,14:00,SMNH,17:55,27h 55m,34,S   T W T   S,2S SL 3A 2A 1A,1402 km,50 km/hr,"['  L', 'EOG', ' D1', ' D2', ' H1', ' A1', ' A2', ' B1', ' B2', ' B3', ' B4', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', ' D3', ' D4', 'EOG', '  ET']","['Jabalpur, Madhya Pradesh', 'Dist.- Narsinghpur, Madhya Pradesh', 'Dis.- Narsinghpur, Madhya Pradesh', 'Narsinghapur, Madhya Pradesh', 'Distt.-Narsinghpur, Madhya Pradesh', 'Dis.- Narsinghpur, Madhya Pradesh', 'Pin - 461775, Madhya Pradesh', 'Dis.- Hoshangabad, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'PIN - 461001, Madhya Pradesh', 'Bhopal, Madhya Pradesh', '462001, Madhya Pradesh', 'Bhopal - 462030, Madhya Pradesh', 'MP 466001, Madhya Pradesh', 'district Shajapur, Madhya Pradesh', 'Ujjain 456001, Madhya Pradesh', 'Nagda Dist Ujjain - 456335, Madhya Pradesh', 'Dist. Ujjain - 456224, Madhya Pradesh', 'PIN 457001, Madhya Pradesh', 'Dist.Jhabua - 457779, Madhya Pradesh', 'Dahod - 389151, Gujarat', 'Vadodara City, Gujarat', 'Nadiad - 387002, Gujarat', 'Pin Code - 380002 ., Gujarat', 'Junction Point - ADI/BLRD/MSH/SIOB Viramgam - 382150, Gujarat', 'Gujarat - 363001, Gujarat', 'District- Rajkot 363621, Gujarat', 'Rajkot, Gujarat', 'Gujarat 360311, Gujarat', 'Virpur-360380, Gujarat', 'Gujarat 360360, Gujarat', 'Gujarat 362001, Gujarat', 'Gujarat 362220, Gujarat', 'Malia - 362245, Gujarat', 'Pin - 362265, Gujarat', 'PIN 362268, Gujarat']"
1891,1463,Somnath - Jabalpur Special (Via Itarsi),WCR,No TT Change,,SMNH,09:55,JBP,13:25,27h 30m,35,S   T W T F  ,2S SL 3A 2A 1A,1402 km,51 km/hr,"['  L', 'EOG', ' D1', ' D2', ' H1', ' A1', ' A2', ' B1', ' B2', ' B3', ' B4', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S8', ' S9', ' D3', ' D4', 'EOG', '  ET']","['PIN 362268, Gujarat', 'Pin - 362265, Gujarat', 'Malia - 362245, Gujarat', 'Gujarat 362220, Gujarat', 'Gujarat 362001, Gujarat', 'Gujarat 360360, Gujarat', 'Virpur-360380, Gujarat', 'Gujarat 360311, Gujarat', 'Rajkot, Gujarat', 'District- Rajkot 363621, Gujarat', 'Gujarat - 363001, Gujarat', 'Junction Point - ADI/BLRD/MSH/SIOB Viramgam - 382150, Gujarat', 'Pin Code - 380002 ., Gujarat', 'Nadiad - 387002, Gujarat', 'Vadodara City, Gujarat', 'Dahod - 389151, Gujarat', 'Dist.Jhabua - 457779, Madhya Pradesh', 'PIN 457001, Madhya Pradesh', 'Dist. Ujjain - 456224, Madhya Pradesh', 'Nagda Dist Ujjain - 456335, Madhya Pradesh', 'Ujjain 456001, Madhya Pradesh', 'district Shajapur, Madhya Pradesh', 'MP 466001, Madhya Pradesh', 'Bhopal - 462030, Madhya Pradesh', '462001, Madhya Pradesh', 'Bhopal, Madhya Pradesh', 'PIN - 461001, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Dis.- Hoshangabad, Madhya Pradesh', 'Pin - 461775, Madhya Pradesh', 'Dis.- Narsinghpur, Madhya Pradesh', 'Distt.-Narsinghpur, Madhya Pradesh', 'Narsinghapur, Madhya Pradesh', 'Dis.- Narsinghpur, Madhya Pradesh', 'Dist.- Narsinghpur, Madhya Pradesh', '482002, Madhya Pradesh', 'Jabalpur, Madhya Pradesh']"
1892,1466,Jabalpur - Somnath Special (Via Bina),WCR,No TT Change,,JBP,12:40,SMNH,17:55,29h 15m,33,  M       F  ,2S SL 3A 2A 1A,1557 km,53 km/hr,"['  L', 'EOG', ' D4', ' D3', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' B4', ' B3', ' B2', ' B1', ' A2', ' A1', ' H1', ' D2', ' D1', 'EOG', ' BPL']","['Jabalpur, Madhya Pradesh', 'Katni - 483501, Madhya Pradesh', 'Damoh, Madhya Pradesh', 'State Highway 14, Madhya Pradesh', 'Sagar - 470001, Madhya Pradesh', 'Khurai District Sagar, Madhya Pradesh', 'PIN - 470113, Madhya Pradesh', 'State Highway 14 District Vidisha, Madhya Pradesh', 'District Vidisha, Madhya Pradesh', 'Pincode-464001., Madhya Pradesh', '462001, Madhya Pradesh', 'Bhopal - 462030, Madhya Pradesh', 'MP 466001, Madhya Pradesh', 'district Shajapur, Madhya Pradesh', 'Ujjain 456001, Madhya Pradesh', 'Nagda Dist Ujjain - 456335, Madhya Pradesh', 'Dist. Ujjain - 456224, Madhya Pradesh', 'PIN 457001, Madhya Pradesh', 'Dist.Jhabua - 457779, Madhya Pradesh', 'Dahod - 389151, Gujarat', 'Vadodara City, Gujarat', 'Nadiad - 387002, Gujarat', 'Pin Code - 380002 ., Gujarat', 'Junction Point - ADI/BLRD/MSH/SIOB Viramgam - 382150, Gujarat', 'Gujarat - 363001, Gujarat', 'District- Rajkot 363621, Gujarat', 'Rajkot, Gujarat', 'Gujarat 360311, Gujarat', 'Virpur-360380, Gujarat', 'Gujarat 360360, Gujarat', 'Gujarat 362001, Gujarat', 'Gujarat 362220, Gujarat', 'Malia - 362245, Gujarat', 'Pin - 362265, Gujarat', 'PIN 362268, Gujarat']"
1893,1465,Somnath - Jabalpur Special (Via Bina),WCR,No TT Change,,SMNH,09:55,JBP,16:25,30h 30m,33,  M         S,2S SL 3A 2A 1A,1557 km,51 km/hr,"['  L', 'EOG', ' D4', ' D3', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' B4', ' B3', ' B2', ' B1', ' A2', ' A1', ' H1', ' D2', ' D1', 'EOG', ' BPL']","['PIN 362268, Gujarat', 'Pin - 362265, Gujarat', 'Malia - 362245, Gujarat', 'Gujarat 362220, Gujarat', 'Gujarat 362001, Gujarat', 'Gujarat 360360, Gujarat', 'Virpur-360380, Gujarat', 'Gujarat 360311, Gujarat', 'Rajkot, Gujarat', 'District- Rajkot 363621, Gujarat', 'Gujarat - 363001, Gujarat', 'Junction Point - ADI/BLRD/MSH/SIOB Viramgam - 382150, Gujarat', 'Pin Code - 380002 ., Gujarat', 'Nadiad - 387002, Gujarat', 'Vadodara City, Gujarat', 'Dahod - 389151, Gujarat', 'Dist.Jhabua - 457779, Madhya Pradesh', 'PIN 457001, Madhya Pradesh', 'Dist. Ujjain - 456224, Madhya Pradesh', 'Nagda Dist Ujjain - 456335, Madhya Pradesh', 'Ujjain 456001, Madhya Pradesh', 'district Shajapur, Madhya Pradesh', 'MP 466001, Madhya Pradesh', 'Bhopal - 462030, Madhya Pradesh', '462001, Madhya Pradesh', 'Pincode-464001., Madhya Pradesh', 'District Vidisha, Madhya Pradesh', 'State Highway 14 District Vidisha, Madhya Pradesh', 'PIN - 470113, Madhya Pradesh', 'Khurai District Sagar, Madhya Pradesh', 'Sagar - 470001, Madhya Pradesh', 'State Highway 14, Madhya Pradesh', 'Damoh, Madhya Pradesh', 'Katni - 483501, Madhya Pradesh', 'Jabalpur, Madhya Pradesh']"
